CustomerKey,Gender,YearlyIncome,MaritalStatus,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,SumProductCost,SumUnitPrice,OrderCount
14291,M,70000.00,S,2,0,Partial High School,Skilled Manual,96.6568,258.44,8
14293,M,60000.00,M,2,0,High School,Professional,17.3798,46.47,2
14298,F,70000.00,M,3,2,Partial College,Professional,1888.1885,3365.6675,5
14300,M,90000.00,S,4,4,Bachelors,Professional,2911.3069,5322.7296,8
14323,M,70000.00,S,1,0,Partial College,Skilled Manual,2877.9295,5222.0196,7
14325,F,70000.00,S,1,0,Partial College,Skilled Manual,2863.8135,5152.6982,7
14332,F,30000.00,S,0,0,High School,Skilled Manual,38.2417,102.25,6
14334,M,40000.00,M,0,0,High School,Skilled Manual,1058.5262,1848.9075,4
14357,M,100000.00,M,1,0,Bachelors,Management,1873.4433,3337.7075,5
14359,M,90000.00,M,4,4,Bachelors,Management,95.834,256.24,8
14366,F,60000.00,S,1,0,Graduate Degree,Skilled Manual,1073.2809,1897.8775,4
14368,M,60000.00,M,1,1,Graduate Degree,Skilled Manual,31.9695,85.48,2
14391,M,70000.00,M,4,1,Bachelors,Management,8.2205,21.98,1
14393,M,70000.00,S,4,1,Bachelors,Management,11.9568,31.97,2
14398,M,60000.00,M,2,1,Partial College,Professional,1038.5139,1804.9175,3
14400,M,70000.00,S,4,1,Bachelors,Management,1880.8073,3357.3975,5
14423,F,130000.00,M,2,3,Bachelors,Management,56.6347,141.91,9
14425,M,120000.00,M,2,4,High School,Professional,4937.5405,8332.30,6
14427,M,130000.00,M,3,4,Partial College,Professional,5001.8277,8451.26,10
14432,M,90000.00,S,4,0,Graduate Degree,Management,8.2205,21.98,1
14434,F,110000.00,S,1,2,Graduate Degree,Management,1921.0615,3396.3975,4
14457,M,120000.00,M,4,3,Partial College,Professional,1886.0306,3359.8975,5
14459,M,80000.00,S,5,4,Partial College,Professional,2774.0928,4775.01,6
14466,M,90000.00,M,4,3,High School,Professional,33.8358,90.47,3
14468,F,90000.00,S,4,3,High School,Professional,2.7228,7.28,2
14491,M,70000.00,S,3,0,Graduate Degree,Management,47.6028,127.28,3
14493,F,70000.00,S,3,0,Graduate Degree,Management,20.5552,54.96,4
14500,F,130000.00,S,2,3,Bachelors,Management,24.1119,64.47,3
14502,F,90000.00,M,5,0,Bachelors,Management,45.7254,122.26,5
24953,M,30000.00,M,5,0,Partial High School,Clerical,10.2028,27.28,2
24955,M,30000.00,S,5,0,Partial High School,Skilled Manual,461.4448,742.35,1
24962,M,40000.00,M,2,1,High School,Professional,12.1924,32.60,1
24964,F,40000.00,M,2,1,High School,Professional,65.2633,121.57,4
24987,M,60000.00,M,2,1,Partial College,Professional,1492.7802,2413.06,2
24989,F,70000.00,M,2,1,High School,Professional,13.6847,36.59,2
24994,F,60000.00,M,3,1,High School,Professional,13.0489,34.89,2
24996,M,60000.00,M,3,1,Partial High School,Skilled Manual,1494.6465,2418.05,3
25019,F,10000.00,M,2,1,Partial High School,Clerical,12.5249,23.97,3
16304,M,20000.00,S,5,5,High School,Manual,18.5056,49.48,2
16306,F,30000.00,M,3,3,Partial College,Clerical,10.9433,29.26,3
16329,F,20000.00,S,0,0,Partial High School,Manual,1960.7244,3272.09,6
16331,F,40000.00,S,0,0,Partial High School,Clerical,44.4239,118.78,8
16338,F,20000.00,M,2,1,Partial High School,Clerical,84.747,169.43,6
16340,M,20000.00,S,0,0,Partial College,Skilled Manual,369.4445,608.96,4
16363,F,40000.00,M,1,0,Partial College,Clerical,1569.3358,2481.82,4
16365,F,40000.00,M,1,0,Partial College,Clerical,1572.4624,2490.18,5
16370,F,40000.00,M,1,0,Partial College,Clerical,49.5551,132.50,6
16372,F,40000.00,M,1,0,Partial College,Clerical,1569.4891,2482.23,4
16374,M,40000.00,M,1,0,Partial College,Clerical,5.6961,15.23,3
16395,F,10000.00,M,3,3,High School,Manual,23.9249,63.97,3
16397,M,20000.00,M,1,1,Partial College,Manual,24.2989,64.97,3
16399,M,30000.00,S,1,1,Bachelors,Clerical,12.0691,32.27,3
16404,M,40000.00,M,0,0,Bachelors,Clerical,3552.0816,6002.16,6
16406,M,40000.00,M,0,0,Bachelors,Clerical,1799.9282,3110.0525,3
16429,F,30000.00,M,1,0,Partial College,Clerical,3100.5053,4958.28,5
14481,F,90000.00,S,4,3,High School,Professional,1886.225,3360.4175,4
14495,M,40000.00,M,3,0,Partial College,Professional,1051.6039,1839.9175,3
14496,F,40000.00,M,3,0,Partial College,Professional,432.8647,804.48,2
24941,M,60000.00,M,3,0,Bachelors,Management,12.1924,32.60,1
24942,M,60000.00,M,3,0,Bachelors,Management,1495.0242,2419.06,2
24956,F,30000.00,M,5,0,Partial High School,Skilled Manual,464.8071,751.34,2
24959,F,70000.00,S,5,0,Bachelors,Management,1495.0242,2419.06,2
24960,F,70000.00,S,5,0,Bachelors,Management,1871.9656,3008.82,4
24973,F,60000.00,M,2,1,Bachelors,Management,26.771,71.58,3
24974,M,60000.00,M,2,1,Bachelors,Management,37.4337,100.09,3
24991,M,70000.00,S,2,1,Partial High School,Skilled Manual,13.0489,34.89,2
24992,F,70000.00,M,2,1,Partial High School,Skilled Manual,16.0222,42.84,3
25009,F,10000.00,M,2,1,Partial High School,Clerical,5.6026,14.98,2
25010,F,30000.00,S,2,0,Partial College,Clerical,949.2988,1540.4275,2
25023,F,40000.00,S,0,0,Bachelors,Professional,14.5412,38.88,3
16300,M,20000.00,S,0,0,High School,Manual,61.6654,111.95,4
16303,F,20000.00,S,5,5,High School,Manual,56.0926,149.98,3
16317,M,30000.00,S,0,0,Partial College,Clerical,1778.9545,3001.0425,3
16318,F,30000.00,S,0,0,Partial College,Clerical,1766.6311,3021.0225,5
16335,F,30000.00,S,0,0,Partial College,Skilled Manual,13.8231,36.96,3
16336,M,60000.00,M,0,0,Partial College,Skilled Manual,24.1119,64.47,3
16349,M,80000.00,S,2,0,Partial College,Skilled Manual,3436.9137,5898.26,2
16350,M,80000.00,S,2,0,Partial College,Skilled Manual,3434.4693,5903.19,4
16353,M,30000.00,M,0,0,Partial College,Skilled Manual,59.7991,106.96,3
16367,F,80000.00,S,5,0,Graduate Degree,Skilled Manual,14.9526,39.98,2
16368,F,80000.00,S,5,0,Graduate Degree,Skilled Manual,60.3672,98.96,4
16385,M,60000.00,M,4,0,Graduate Degree,Skilled Manual,24.1119,64.47,3
16386,M,20000.00,S,1,1,Partial College,Manual,68.3975,129.95,5
16400,M,30000.00,M,1,1,Bachelors,Clerical,3100.5053,4958.28,5
16403,M,20000.00,M,1,1,High School,Manual,14.2009,37.97,3
16417,M,30000.00,S,2,2,Partial College,Manual,1778.9545,3001.0425,3
16418,F,10000.00,S,3,2,Partial High School,Manual,10.2028,27.28,2
16435,M,40000.00,M,1,0,Bachelors,Skilled Manual,2.3488,6.28,2
16436,M,30000.00,S,2,2,Partial College,Clerical,2902.4027,4696.4925,5
16450,F,30000.00,S,5,5,Partial College,Clerical,14.2009,37.97,3
16453,F,30000.00,S,0,0,Partial College,Clerical,5.4456,14.56,4
16467,M,20000.00,S,0,0,Partial High School,Manual,4.5891,12.27,3
16468,M,30000.00,S,0,0,Partial College,Clerical,23.9249,63.97,3
16485,M,40000.00,S,0,0,Partial High School,Clerical,14.9526,39.98,2
16486,F,30000.00,M,3,0,High School,Skilled Manual,42.3519,113.24,5
16500,F,30000.00,S,0,0,High School,Skilled Manual,361.9645,588.96,4
16503,M,60000.00,M,0,0,Partial College,Skilled Manual,1.8663,4.99,1
16517,F,10000.00,M,1,1,High School,Manual,2884.374,4698.76,2
16518,F,10000.00,S,1,1,High School,Manual,2884.374,4698.76,2
16535,M,10000.00,S,1,1,High School,Manual,17.7609,37.97,3
16536,F,10000.00,S,1,1,High School,Manual,10.2028,27.28,2
16550,M,30000.00,M,0,0,Bachelors,Clerical,1778.9545,3001.0425,3
16553,F,40000.00,M,3,0,Graduate Degree,Clerical,1778.9545,3001.0425,3
16567,M,50000.00,S,0,0,Graduate Degree,Skilled Manual,4266.6521,7159.70,5
16568,F,40000.00,M,1,0,Graduate Degree,Clerical,26.1689,69.97,3
16585,M,170000.00,M,0,5,Partial High School,Professional,4278.8782,7192.39,5
16586,M,100000.00,M,3,4,Partial College,Professional,26.1763,69.99,2
16600,F,90000.00,S,4,1,High School,Management,66.5349,124.97,4
16603,F,110000.00,M,4,5,Partial High School,Professional,4114.7852,7000.5525,9
16617,M,100000.00,M,0,5,High School,Management,81.4259,160.55,6
16618,F,110000.00,M,0,5,Partial College,Management,28.4803,76.15,6
16635,M,100000.00,M,0,5,Partial High School,Professional,60.3227,161.29,8
16431,M,30000.00,S,2,2,Partial College,Clerical,2929.671,4769.4025,4
16438,F,10000.00,M,0,0,Partial High School,Manual,9.3463,24.99,1
16440,M,20000.00,S,4,4,High School,Manual,10.8386,28.98,2
16463,F,20000.00,S,0,0,Partial High School,Manual,22.4064,59.91,4
16465,F,20000.00,S,0,0,Partial High School,Manual,1964.1723,3271.79,7
16472,F,20000.00,S,0,0,Partial High School,Manual,10.2028,27.28,2
16474,M,10000.00,M,0,0,Partial High School,Manual,9.3463,24.99,1
16497,F,30000.00,S,0,0,Partial College,Skilled Manual,49.6338,132.71,8
16499,F,30000.00,S,0,0,High School,Skilled Manual,1.8663,4.99,1
16504,M,30000.00,S,0,0,High School,Skilled Manual,361.9645,588.96,4
16506,F,60000.00,M,0,0,Partial College,Skilled Manual,38.1631,102.04,6
16529,M,20000.00,M,0,0,Bachelors,Clerical,2925.9463,4752.75,3
16531,F,30000.00,S,1,0,Bachelors,Clerical,1971.656,3291.80,6
16538,F,20000.00,S,1,1,Partial College,Manual,2888.718,4659.9025,3
16540,M,20000.00,M,1,1,Partial College,Manual,2902.4027,4696.4925,5
16563,F,20000.00,S,2,0,Graduate Degree,Clerical,27.1035,62.95,5
16565,M,40000.00,M,0,0,Graduate Degree,Clerical,4283.0933,7203.66,8
16572,M,10000.00,S,2,2,High School,Manual,3073.7343,4886.70,2
16574,M,20000.00,S,1,1,Partial College,Manual,16.8189,44.97,3
16597,F,100000.00,S,3,4,Partial College,Professional,38.7053,103.49,3
16599,M,150000.00,M,4,5,Bachelors,Management,75.6942,149.46,4
16604,M,120000.00,M,5,5,High School,Management,21.3068,56.97,2
16606,M,70000.00,S,0,0,Bachelors,Professional,25.1217,67.17,4
16608,M,70000.00,S,0,0,Bachelors,Professional,37.9873,101.57,4
16629,F,110000.00,S,0,5,High School,Management,3450.0037,5933.26,3
16631,F,90000.00,S,0,0,Bachelors,Professional,3437.7702,5900.55,3
16633,F,100000.00,M,0,5,High School,Management,37.9873,101.57,4
16638,M,110000.00,M,0,5,Partial High School,Professional,3486.7065,5974.23,4
16640,M,130000.00,M,0,5,Partial High School,Management,38.3613,102.57,4
16663,F,70000.00,S,2,0,High School,Professional,2658.8212,4471.74,4
16665,F,130000.00,S,0,1,Graduate Degree,Management,30.5971,81.81,6
16672,F,60000.00,S,0,0,Partial College,Professional,2.7228,7.28,2
16674,M,130000.00,M,0,1,Graduate Degree,Management,28.4803,76.15,6
16697,M,80000.00,S,5,5,Bachelors,Professional,32.568,87.08,3
16699,M,100000.00,M,5,0,Bachelors,Professional,25.275,67.58,3
16706,F,80000.00,M,5,4,Bachelors,Professional,59.7109,92.97,3
16708,F,90000.00,S,2,0,Bachelors,Management,2634.5112,4406.74,4
16731,F,30000.00,S,0,0,Partial High School,Clerical,58.3106,155.91,8
16733,M,40000.00,M,2,0,Bachelors,Management,13.1874,35.26,4
16738,M,30000.00,M,2,0,Partial College,Clerical,20.3714,44.95,4
16740,M,40000.00,M,2,0,Bachelors,Management,3755.2197,6099.10,5
16763,M,50000.00,M,0,0,Graduate Degree,Skilled Manual,1082.51,1700.99,1
16765,M,50000.00,M,1,0,Graduate Degree,Skilled Manual,1.8663,4.99,1
16772,F,50000.00,M,1,1,Graduate Degree,Skilled Manual,79.0864,158.53,7
16774,M,60000.00,S,1,0,Graduate Degree,Skilled Manual,40.3586,54.98,2
16797,M,60000.00,M,2,1,Partial College,Professional,1094.2051,1732.26,4
16799,F,60000.00,M,2,1,Bachelors,Management,1082.51,1700.99,1
16806,M,60000.00,M,2,1,Partial College,Professional,40.3586,54.98,2
16808,F,70000.00,M,4,2,Partial College,Professional,8.7886,13.98,2
26064,M,100000.00,M,5,2,Partial College,Professional,18.5056,49.48,2
26066,F,70000.00,M,3,2,Partial College,Professional,3430.6755,5832.02,6
26089,M,110000.00,S,1,3,Bachelors,Management,3399.3209,5798.04,4
26091,F,160000.00,M,1,2,Bachelors,Management,3405.8272,5828.03,5
26098,M,130000.00,S,2,3,Graduate Degree,Management,3397.4546,5793.05,3
26100,F,40000.00,S,3,0,Partial College,Professional,2.7228,7.28,2
26123,F,40000.00,S,4,0,Partial College,Professional,24.2989,64.97,3
26125,F,40000.00,S,4,0,Partial College,Professional,11.2126,29.98,2
18938,M,70000.00,M,2,0,Partial High School,Skilled Manual,26.1763,69.99,1
18945,M,60000.00,M,2,0,High School,Professional,29.5386,78.98,2
18952,F,100000.00,M,4,1,Bachelors,Management,33.0986,78.98,2
18956,F,70000.00,S,1,0,Bachelors,Professional,452.877,848.47,3
18963,F,70000.00,M,1,0,Partial College,Skilled Manual,317.5642,589.98,2
18970,M,60000.00,M,3,0,Graduate Degree,Management,49.9253,133.49,2
18981,F,70000.00,M,4,0,Bachelors,Management,33.0986,78.98,2
18988,F,70000.00,S,5,0,Bachelors,Management,26.1763,69.99,1
18995,F,70000.00,S,2,1,Partial College,Professional,64.6686,119.98,2
19006,F,60000.00,M,2,1,Partial College,Professional,26.1763,69.99,1
19013,F,80000.00,S,3,1,Bachelors,Management,350.4518,636.45,4
19020,M,70000.00,S,2,1,Partial High School,Skilled Manual,67.7486,123.98,2
19031,F,150000.00,M,2,4,High School,Professional,4299.4387,7226.38,6
19038,M,80000.00,S,3,2,Partial College,Professional,1866.2064,3318.3575,5
19045,M,90000.00,S,5,0,Partial College,Professional,21.8749,48.97,3
19056,F,100000.00,M,3,4,Bachelors,Management,14.1859,37.93,3
19063,F,80000.00,M,4,1,High School,Professional,24.2989,64.97,3
19070,M,130000.00,M,4,5,High School,Management,2774.504,4748.33,3
19081,F,100000.00,M,4,5,Partial High School,Professional,12.0691,32.27,3
19088,M,70000.00,S,0,0,Bachelors,Professional,9.077,24.27,2
19095,F,100000.00,S,0,5,High School,Management,3739.3284,6056.61,3
19106,M,160000.00,M,4,5,Partial High School,Management,27.8514,64.95,4
19113,M,50000.00,M,1,1,Bachelors,Skilled Manual,737.0047,1184.46,4
19120,M,60000.00,M,1,0,Graduate Degree,Professional,1093.3486,1729.97,3
20342,F,80000.00,M,5,4,Partial College,Professional,33.0986,78.98,2
20349,F,60000.00,M,2,0,High School,Professional,26.1763,69.99,1
20356,M,40000.00,M,3,0,Partial College,Professional,29.5386,78.98,2
20367,F,120000.00,M,4,4,High School,Professional,71.5909,128.97,3
20374,M,60000.00,M,2,0,Partial High School,Skilled Manual,713.0798,1120.49,1
20381,M,60000.00,M,3,0,Graduate Degree,Management,26.1763,69.99,1
20385,M,70000.00,M,5,0,Graduate Degree,Management,1606.5265,2528.33,3
20392,F,80000.00,M,4,0,Bachelors,Management,49.9179,133.47,4
20399,M,50000.00,M,4,0,Bachelors,Management,737.0047,1184.46,4
20406,F,20000.00,M,2,1,Partial High School,Clerical,22.4326,59.98,2
20410,M,40000.00,M,0,0,Partial College,Skilled Manual,18.6889,49.97,3
20417,M,30000.00,M,3,0,Partial College,Clerical,50.3609,67.97,3
20424,F,30000.00,M,3,0,High School,Skilled Manual,2520.1724,4132.24,4
20431,M,40000.00,S,0,0,Partial College,Skilled Manual,5.6026,14.98,2
20435,F,60000.00,M,0,0,Partial College,Skilled Manual,18.6889,49.97,3
20442,M,70000.00,M,0,0,Partial College,Professional,1569.4891,2482.23,4
20449,F,60000.00,S,0,0,Partial College,Professional,3.7363,9.99,1
20460,M,110000.00,M,1,2,Bachelors,Management,8.0373,21.49,1
20467,F,60000.00,M,2,0,High School,Professional,6.4591,17.27,3
20474,M,100000.00,M,3,1,Bachelors,Management,18.6889,49.97,3
20485,M,50000.00,M,4,0,Bachelors,Management,5.6026,14.98,2
20492,F,70000.00,M,5,0,Bachelors,Management,46.7128,71.97,2
20499,M,40000.00,S,4,0,High School,Professional,40.3586,54.98,2
20510,F,60000.00,M,4,0,Bachelors,Management,27.2759,72.93,3
20517,F,70000.00,M,2,1,Partial College,Professional,28.7868,76.97,2
20524,F,60000.00,S,2,1,Partial College,Professional,47.1749,68.97,3
20535,F,70000.00,M,4,2,Partial College,Professional,5.6026,14.98,2
20542,F,60000.00,M,2,1,Partial College,Professional,56.3342,93.46,4
20549,F,130000.00,M,2,4,Partial College,Professional,1753.1826,3105.27,3
20560,F,110000.00,M,3,4,Partial College,Professional,1777.9373,3161.94,6
20567,M,130000.00,M,4,4,Partial College,Professional,1699.3321,3074.0782,3
20574,M,130000.00,M,3,4,Partial College,Professional,14.5786,38.98,2
20585,F,130000.00,M,4,5,High School,Professional,12.0691,32.27,3
20592,M,160000.00,M,4,5,High School,Management,1756.1559,3113.22,4
20599,M,120000.00,M,5,5,High School,Management,12.0691,32.27,3
20610,M,110000.00,M,0,5,Partial College,Management,3726.2421,6021.62,2
20617,F,100000.00,S,0,5,High School,Management,3739.9268,6058.21,4
20624,F,100000.00,S,0,5,High School,Management,3726.2421,6021.62,2
20635,M,110000.00,M,3,2,Bachelors,Management,18.6889,49.97,3
20642,F,90000.00,S,2,1,Partial College,Professional,1558.3102,2452.34,2
20649,F,70000.00,S,2,0,Graduate Degree,Professional,1571.6059,2487.89,4
20660,F,60000.00,M,1,0,Graduate Degree,Professional,735.3254,1179.97,3
20667,F,70000.00,S,2,2,Bachelors,Skilled Manual,1130.3486,1775.97,3
20674,M,50000.00,S,2,2,Bachelors,Skilled Manual,725.2307,1143.46,4
20685,F,40000.00,M,0,0,Bachelors,Professional,726.1661,1155.48,2
20692,M,60000.00,M,0,0,Graduate Degree,Professional,18.6889,49.97,3
20699,M,60000.00,S,4,2,Bachelors,Skilled Manual,767.7384,1209.47,3
20710,M,40000.00,M,1,1,Bachelors,Skilled Manual,2046.8831,3240.32,4
20717,F,40000.00,S,0,0,Graduate Degree,Skilled Manual,2046.8831,3240.32,4
20724,F,20000.00,S,0,0,Partial High School,Manual,9.3463,24.99,1
20735,F,50000.00,M,0,0,Graduate Degree,Skilled Manual,713.0798,1120.49,1
20742,F,20000.00,M,2,0,High School,Manual,71.5909,128.97,3
20749,F,30000.00,M,1,0,High School,Clerical,395.2282,624.97,3
20760,M,40000.00,M,1,0,Partial College,Clerical,2.7228,7.28,2
20767,F,40000.00,S,2,0,Partial College,Clerical,713.0798,1120.49,1
20774,M,80000.00,S,4,0,Graduate Degree,Skilled Manual,8.5759,22.93,3
20785,F,50000.00,S,0,0,Graduate Degree,Skilled Manual,722.4261,1145.48,2
20792,F,60000.00,M,1,0,Graduate Degree,Skilled Manual,14.9526,39.98,2
20799,M,20000.00,M,1,0,Graduate Degree,Clerical,12.0728,32.28,2
20810,F,10000.00,M,2,0,Partial College,Manual,2.3488,6.28,2
20817,M,10000.00,S,0,0,Partial College,Manual,2514.9438,4118.26,2
20824,M,30000.00,S,1,0,Bachelors,Clerical,1580.0552,2512.96,4
20835,M,20000.00,M,2,0,Partial College,Manual,1256.5936,2002.44,6
20842,M,30000.00,S,3,0,Bachelors,Clerical,1218.1013,1952.45,5
20849,F,20000.00,S,0,0,Partial College,Manual,26.1689,69.97,3
20860,M,40000.00,S,0,0,Graduate Degree,Clerical,1419.5084,2379.81,5
20867,M,10000.00,M,3,0,Partial College,Manual,14.5786,38.98,2
20874,M,20000.00,S,1,1,Partial College,Manual,1245.201,1962.46,4
20878,F,30000.00,M,1,0,Bachelors,Clerical,726.1661,1155.48,2
20885,M,30000.00,S,1,1,Bachelors,Clerical,1582.3029,2518.97,3
20892,M,40000.00,M,0,0,Bachelors,Clerical,2046.8831,3240.32,4
20899,F,10000.00,S,5,3,Partial High School,Manual,2.3488,6.28,2
20903,F,30000.00,M,1,1,Bachelors,Skilled Manual,26.1689,69.97,3
20910,F,40000.00,M,0,0,Bachelors,Professional,325.8009,613.95,5
20917,F,40000.00,M,1,0,Bachelors,Skilled Manual,2044.6278,3234.29,3
20928,M,30000.00,S,3,3,Partial College,Clerical,15.0461,40.23,3
20935,F,30000.00,S,5,5,Partial College,Clerical,60.9583,162.99,2
20942,F,20000.00,S,0,0,High School,Manual,1.4923,3.99,1
20953,M,20000.00,S,0,0,Partial High School,Manual,60.9583,162.99,2
20960,M,20000.00,S,1,0,Graduate Degree,Clerical,2.3488,6.28,2
20967,M,10000.00,M,1,0,Partial College,Manual,1.8663,4.99,1
20978,M,20000.00,M,1,0,Partial College,Manual,1.8663,4.99,1
20985,F,20000.00,M,0,0,Bachelors,Clerical,2514.9438,4118.26,2
20992,M,20000.00,M,0,0,Bachelors,Clerical,2522.9811,4139.75,3
21003,M,20000.00,M,1,1,Partial College,Manual,18.6889,49.97,3
21010,M,20000.00,M,1,1,Partial College,Manual,1.8663,4.99,1
21017,F,30000.00,M,3,0,Graduate Degree,Clerical,358.0375,578.46,4
16823,F,160000.00,M,1,3,Partial College,Professional,4297.5633,7242.35,8
16830,F,130000.00,M,3,4,Partial College,Professional,4258.7907,7138.68,6
16841,M,80000.00,M,4,3,Partial College,Professional,47.4831,126.96,3
16457,F,20000.00,S,0,0,Partial High School,Manual,56.0926,149.98,3
16464,M,10000.00,S,0,0,Partial High School,Manual,16.8189,44.97,3
16471,F,10000.00,M,4,0,High School,Manual,19.9979,53.47,3
16482,F,30000.00,M,3,0,Partial College,Clerical,2935.9526,4783.74,4
16489,M,30000.00,M,3,0,High School,Skilled Manual,61.9572,112.73,6
16496,F,80000.00,S,2,0,Partial College,Skilled Manual,3460.0905,5960.23,5
16507,F,10000.00,M,2,0,Bachelors,Clerical,13.1761,35.23,3
16514,M,10000.00,S,0,0,Partial College,Manual,2932.8686,4761.74,4
16521,F,10000.00,S,1,1,High School,Manual,2884.374,4698.76,2
16532,M,20000.00,S,1,1,Partial College,Manual,3086.8206,4921.69,3
16539,F,20000.00,S,1,1,Partial College,Manual,52.7849,83.97,3
16546,M,20000.00,M,2,0,Partial College,Manual,1772.4317,3036.5325,4
16557,M,20000.00,S,0,0,Partial College,Manual,11.6951,31.27,3
16564,F,20000.00,S,0,0,Partial College,Manual,49.4691,132.27,4
16571,F,20000.00,M,2,0,Partial College,Manual,19.7922,52.92,4
16582,M,100000.00,M,3,4,High School,Professional,13.09,35.00,1
16589,M,130000.00,M,5,5,Partial College,Professional,4339.7526,7343.69,6
16596,F,70000.00,S,5,2,Partial High School,Skilled Manual,2576.4014,4486.5425,3
16607,M,70000.00,M,0,0,Bachelors,Professional,3432.3525,5897.53,4
16614,F,80000.00,M,0,0,Bachelors,Professional,26.614,71.16,5
16621,F,100000.00,M,0,5,High School,Management,27.6238,73.86,5
16632,M,100000.00,S,0,5,High School,Management,25.7575,68.87,4
16639,F,110000.00,S,0,5,Partial High School,Professional,3440.65,5908.25,3
16646,M,100000.00,M,2,3,Graduate Degree,Management,136.9926,250.91,8
16657,M,80000.00,M,2,0,High School,Skilled Manual,3437.7702,5900.55,3
16664,F,130000.00,M,0,1,Graduate Degree,Management,2602.2889,4377.75,3
16671,F,60000.00,S,0,0,Partial College,Professional,1.8663,4.99,1
16682,F,90000.00,M,4,4,Bachelors,Professional,24.901,66.58,3
16689,M,60000.00,M,1,0,Partial College,Skilled Manual,108.6322,290.46,6
16696,F,70000.00,S,0,0,Bachelors,Professional,2650.5386,4506.76,3
16707,M,90000.00,S,2,0,Bachelors,Professional,2602.2889,4377.75,3
16714,M,30000.00,M,0,0,High School,Skilled Manual,24.1119,64.47,3
16721,M,30000.00,M,0,0,High School,Skilled Manual,87.3818,180.71,8
16725,M,30000.00,M,0,0,High School,Skilled Manual,5.2286,13.98,2
16732,F,40000.00,S,0,0,High School,Skilled Manual,1557.9212,2451.30,2
16739,M,40000.00,M,2,0,Bachelors,Management,50.1874,81.26,4
16746,F,40000.00,S,0,0,High School,Skilled Manual,24.1119,64.47,3
16750,M,30000.00,M,0,0,Partial College,Skilled Manual,2.7228,7.28,2
16757,F,110000.00,M,0,1,Graduate Degree,Management,1.8663,4.99,1
16764,M,50000.00,M,0,0,Graduate Degree,Skilled Manual,1104.7556,1760.47,3
16771,M,50000.00,M,1,1,Graduate Degree,Skilled Manual,39.1018,104.55,5
16775,F,60000.00,M,1,0,Graduate Degree,Professional,1.8663,4.99,1
16782,M,60000.00,M,5,0,Bachelors,Management,1569.4891,2482.23,4
16789,F,60000.00,M,5,0,Bachelors,Management,1554.9479,2443.35,1
16800,F,40000.00,M,2,1,High School,Professional,28.3643,75.84,6
16807,F,60000.00,M,2,1,Partial College,Professional,1092.7128,1728.27,3
16814,F,70000.00,S,4,2,Partial College,Professional,14.9526,39.98,2
26067,F,70000.00,M,3,2,Partial College,Professional,24.2989,64.97,3
26074,M,80000.00,M,4,3,Partial College,Professional,2.7228,7.28,2
26081,M,100000.00,S,1,2,Partial College,Professional,24.2989,64.97,3
26092,M,80000.00,S,2,0,Partial High School,Skilled Manual,24.2989,64.97,3
26099,F,40000.00,M,3,0,Partial College,Professional,14.9526,39.98,2
26106,M,120000.00,S,5,4,High School,Professional,3386.9546,5768.05,3
26117,M,40000.00,M,3,0,Partial College,Professional,12.0691,32.27,3
26124,F,40000.00,M,4,0,Partial College,Professional,24.2989,64.97,3
26131,M,60000.00,M,3,2,Bachelors,Professional,1218.1013,1952.45,5
18025,M,30000.00,S,3,3,Partial College,Clerical,13.9391,37.27,3
26130,M,60000.00,M,4,4,Bachelors,Professional,8.0373,21.49,1
22656,M,10000.00,S,5,2,Partial High School,Manual,731.3947,1169.46,4
22679,M,40000.00,M,1,0,Bachelors,Skilled Manual,341.2925,611.96,3
22681,M,30000.00,S,2,2,Partial College,Clerical,74.2895,131.95,5
22688,M,30000.00,S,1,0,Partial College,Clerical,14.5786,38.98,2
22690,M,40000.00,M,1,0,Bachelors,Skilled Manual,1588.6412,2523.92,5
22713,M,70000.00,S,3,0,Partial College,Professional,2477.0677,4148.19,4
22715,M,90000.00,M,4,4,Partial College,Professional,31.9695,85.48,2
22722,F,70000.00,S,1,0,Bachelors,Professional,355.8005,562.96,4
22724,M,70000.00,M,5,0,Bachelors,Management,26.1689,69.97,3
22747,F,70000.00,M,5,0,Bachelors,Management,12.0728,32.28,2
22749,F,70000.00,M,5,0,Bachelors,Management,366.2655,600.46,4
22756,M,70000.00,M,2,1,Partial College,Professional,26.1689,69.97,3
22758,F,60000.00,S,2,1,Partial College,Professional,355.8005,562.96,4
22781,M,70000.00,M,4,2,Partial College,Professional,13.9391,37.27,3
22783,M,70000.00,M,2,1,Partial High School,Skilled Manual,26.1689,69.97,3
22788,M,70000.00,M,2,1,Partial High School,Skilled Manual,387.3705,603.96,4
22790,M,70000.00,S,2,1,Partial High School,Skilled Manual,356.7359,574.98,2
22813,M,130000.00,M,4,4,Bachelors,Management,64.6612,119.96,4
22815,F,100000.00,M,3,4,Bachelors,Management,4.8546,12.98,2
22822,M,170000.00,M,5,4,High School,Professional,1567.1403,2475.95,2
22824,F,80000.00,M,4,1,Partial College,Professional,1255.7176,2304.98,2
22847,F,80000.00,S,0,0,Bachelors,Professional,13.9465,37.29,2
22849,M,80000.00,M,0,0,Bachelors,Professional,18.7861,50.23,4
22856,M,80000.00,M,0,0,Bachelors,Professional,1.8663,4.99,1
22858,F,130000.00,M,4,5,High School,Management,1.8663,4.99,1
22881,M,40000.00,M,4,2,High School,Skilled Manual,3666.3184,5997.33,3
